,,,GSE21935_Barnes_FSCZvsCTL,GSE21935_Barnes_MSCZvsCTL,GSE17612_Maycox_FSCZvsCTL,GSE17612_Maycox_MSCZvsCTL,GSE46509_Piet_FSCZvsCTL,GSE46509_Piet_MSCZvsCTL,GSE37981_Piet_FSCZvsCTL,GSE37981_Piet_MSCZvsCTL,female_scz_ancg_dge,female_scz_dlpfc_dge,female_scz_nacc_dge,male_scz_ancg_dge,male_scz_dlpfc_dge,male_scz_nAcc_dge
REGULATION OF TELOMERASE ACTIVITY,GOBP,GO:0051972,0,0,0,0,0,0,0,0,2.300526977,0,0,0,0,3.417520855
PYRIMIDINE-CONTAINING COMPOUND METABOLIC PROCESS,GOBP,GO:0072527,0,0,0,0,0,0,0,0,0,0,0,2.171226665,0,1.871825472
MYD88-DEPENDENT TOLL-LIKE RECEPTOR SIGNALING PATHWAY,GOBP,GO:0002755,0,0,1.586421389,0,0,0,0,0,0,0,0,0,1.89694256,0
COENZYME TRANSPORT,GOBP,GO:0051182,0,0,0,0,0,0,0,0,1.638577808,1.491864274,0,0,0,0
INTRINSIC APOPTOTIC SIGNALING PATHWAY IN RESPONSE TO OXIDATIVE STRESS,GOBP,GO:0008631,0,0,0,0,0,0,0,0,0,0,0,1.334237291,1.587994202,0
MONOSACCHARIDE METABOLIC PROCESS,GOBP,GO:0005996,0,0,0,0,0,0,0,0,0,0,0,0,3.540719897,1.91987064
KERATINOCYTE PROLIFERATION,GOBP,GO:0043616,0,0,0,0,0,0,0,0,0,1.491864274,0,1.781912388,0,0
REGULATION OF DNA REPAIR,GOBP,GO:0006282,0,0,0,0,0,0,0,0,0,0,0,4.850962145,0,1.894560395
REGULATION OF CHEMOKINE (C-C MOTIF) LIGAND 5 PRODUCTION,GOBP,GO:0071649,0,0,0,0,0,0,0,0,1.719477409,0,0,0,0,1.839772705
APOPTOTIC PROCESS INVOLVED IN DEVELOPMENT,GOBP,GO:1902742,0,0,0,0,0,0,0,0,3.500646882,0,0,3.363278128,0,0
POSTSYNAPTIC SPECIALIZATION,GOCC,GO:0099572,0,0,0,0,0,0,0,0,1.814958012,0,0,6.644172697,0,0
MITOTIC SPINDLE MIDZONE,GOCC,GO:1990023,0,0,0,0,0,0,0,0,0,0,0,1.488262043,0,2.68196268
GUANYL-NUCLEOTIDE EXCHANGE FACTOR COMPLEX,GOCC,GO:0032045,0,0,0,0,0,0,0,0,1.499311585,0,0,3.483604951,0,0
NUCLEAR INCLUSION BODY,GOCC,GO:0042405,0,0,0,0,0,2.162064793,0,0,0,0,0,0,0,1.684237518
CILIARY PART,GOCC,GO:0044441,0,0,2.424607206,0,0,0,1.499164733,0,0,0,0,0,0,0
NUCLEAR TRANSCRIPTION FACTOR COMPLEX,GOCC,GO:0044798,0,0,0,1.354761287,0,0,0,0,0,0,1.593834204,0,0,0
DENDRITIC SHAFT,GOCC,GO:0043198,0,0,0,0,0,0,0,1.589916165,3.156708414,0,0,0,0,0
PRESYNAPTIC MEMBRANE,GOCC,GO:0042734,0,1.801277777,0,0,0,0,0,0,0,0,0,2.00180162,0,0
"CHROMOSOME, TELOMERIC REGION",GOCC,GO:0000781,0,0,0,0,0,0,0,0,0,0,0,4.205915746,0,6.136460914
SARCOMERE,GOCC,GO:0030017,0,0,0,0,0,0,0,0,0,0,0,2.395311946,0,1.415612309
APICAL JUNCTION COMPLEX,GOCC,GO:0043296,0,1.469597629,0,0,0,0,0,0,0,0,0,4.608802321,0,0
NUCLEAR MEMBRANE,GOCC,GO:0031965,0,0,0,0,0,0,0,0,0,0,1.571822212,2.518797096,0,0
CORTICAL CYTOSKELETON,GOCC,GO:0030863,0,0,0,0,0,0,0,0,1.575292372,0,0,2.574612738,0,0
NURD COMPLEX,GOCC,GO:0016581,0,1.418686691,0,0,0,0,0,0,0,0,0,5.371823593,0,0
COPII-COATED ER TO GOLGI TRANSPORT VESICLE,GOCC,GO:0030134,0,1.818899018,0,0,0,0,0,0,0,0,0,0,0,2.099691197
OTHER ORGANISM CELL,GOCC,GO:0044216,0,0,0,0,0,0,0,0,0,0,0,1.433700658,0,1.551822543
ASYMMETRIC SYNAPSE,GOCC,GO:0032279,0,0,0,0,0,0,0,0,1.97459986,0,0,7.195514957,0,0
UROPOD,GOCC,GO:0001931,0,0,1.881511644,0,0,0,0,0,0,0,0,1.576391191,0,0
CARBOXY-TERMINAL DOMAIN PROTEIN KINASE COMPLEX,GOCC,GO:0032806,0,0,0,0,0,0,0,0,0,0,1.627475928,0,0,2.222561001
NBAF COMPLEX,GOCC,GO:0071565,0,0,0,0,0,0,0,0,0,0,0,2.216368372,0,1.498720933
MYOSIN FILAMENT,GOCC,GO:0032982,0,0,0,0,0,0,0,0,0,0,1.549404454,1.611513894,0,0
PROTEASOME COMPLEX,GOCC,GO:0000502,0,0,0,0,0,0,0,0,0,0,0,4.79575402,2.497644777,0
EXTRACELLULAR MATRIX COMPONENT,GOCC,GO:0044420,0,0,0,0,0,0,2.768711971,0,1.495267682,0,0,0,0,0
EARLY PHAGOSOME,GOCC,GO:0032009,0,0,0,0,0,0,0,0,1.565635328,0,2.059400681,0,0,0
TRANSPORT VESICLE MEMBRANE,GOCC,GO:0030658,0,1.891338061,0,0,0,0,0,0,0,0,0,0,0,1.815644503
NUCLEAR OUTER MEMBRANE,GOCC,GO:0005640,0,0,0,0,0,0,1.647112564,0,1.687548353,0,0,0,0,0
"CHROMOSOME, CENTROMERIC REGION",GOCC,GO:0000775,0,0,0,0,0,0,0,0,0,2.551191045,0,0,0,2.869598145
MYOSIN II COMPLEX,GOCC,GO:0016460,0,0,0,0,0,0,0,0,0,0,1.549404454,2.340847098,0,0
LAMELLIPODIUM MEMBRANE,GOCC,GO:0031258,0,0,0,0,0,0,0,0,0,0,0,1.611513894,1.33040537,0
CELL CORTEX PART,GOCC,GO:0044448,0,1.560400182,0,0,0,0,0,0,0,0,0,1.522974205,0,0
AXON TERMINUS,GOCC,GO:0043679,0,1.632606082,0,0,0,0,0,0,0,0,0,2.65727412,0,0
CILIARY BASAL BODY,GOCC,GO:0036064,0,0,1.904720678,0,0,0,2.161912111,0,0,0,0,0,0,0
ENDOPEPTIDASE COMPLEX,GOCC,GO:1905369,0,0,0,0,0,0,0,0,0,0,0,4.717934589,2.467868141,0
INTERCALATED DISC,GOCC,GO:0014704,0,0,0,0,0,1.364384386,0,0,0,0,0,3.857100196,0,0
CHD-TYPE COMPLEX,GOCC,GO:0090545,0,1.418686691,0,0,0,0,0,0,0,0,0,5.371823593,0,0
FILOPODIUM TIP,GOCC,GO:0032433,1.528159207,0,0,0,0,0,0,0,0,0,0,2.010600597,0,0
PHOTORECEPTOR INNER SEGMENT,GOCC,GO:0001917,0,0,0,0,0,0,1.979027992,0,0,0,0,0,1.825862712,0
RIBONUCLEOPROTEIN GRANULE,GOCC,GO:0035770,0,0,0,0,0,0,0,0,0,1.424791155,0,2.961161232,0,0
BLOOD MICROPARTICLE,GOCC,GO:0072562,0,0,0,0,0,0,0,0,1.422522949,0,0,0,1.579985808,0
SODIUM:POTASSIUM-EXCHANGING ATPASE COMPLEX,GOCC,GO:0005890,0,0,0,0,0,0,0,0,0,0,0,4.882684783,4.561524912,0
POSTSYNAPTIC DENSITY,GOCC,GO:0014069,0,0,0,0,0,0,0,0,2.030815567,0,0,6.931246061,0,0
BICELLULAR TIGHT JUNCTION,GOCC,GO:0005923,0,0,0,0,0,1.544576927,0,0,0,0,0,4.519028635,0,0
DYSTROPHIN-ASSOCIATED GLYCOPROTEIN COMPLEX,GOCC,GO:0016010,0,0,0,0,0,2.115725034,2.312250033,0,0,0,0,0,0,0
"PROTON-TRANSPORTING ATP SYNTHASE COMPLEX, COUPLING FACTOR F(O)",GOCC,GO:0045263,0,0,0,0,0,0,0,0,2.501657197,0,0,1.488262043,0,0
"PROTON-TRANSPORTING TWO-SECTOR ATPASE COMPLEX, PROTON-TRANSPORTING DOMAIN",GOCC,GO:0033177,0,0,0,0,0,0,0,0,2.772625744,0,0,3.81887706,0,0
PSEUDOPODIUM,GOCC,GO:0031143,2.132246229,1.75483421,0,0,0,0,0,0,0,0,0,0,0,0
GLIAL CELL PROJECTION,GOCC,GO:0097386,0,0,0,0,0,0,0,0,0,0,0,3.167088161,1.936122699,0
"RNA POLYMERASE II, CORE COMPLEX",GOCC,GO:0005665,0,0,0,0,0,0,0,0,0,0,0,3.153186906,0,1.498720933
NEURON PROJECTION CYTOPLASM,GOCC,GO:0120111,0,0,0,0,0,0,0,1.348566771,0,0,0,5.145143184,0,0
ESC/E(Z) COMPLEX,GOCC,GO:0035098,0,0,0,0,0,0,0,0,0,0,0,1.334237291,0,1.446087672
DNA REPAIR COMPLEX,GOCC,GO:1990391,0,0,0,0,0,0,0,0,0,0,0,1.799952584,0,3.049653371
CYTOPLASMIC RIBONUCLEOPROTEIN GRANULE,GOCC,GO:0036464,0,0,0,0,0,0,0,0,0,1.483563651,0,2.286138059,0,0
INNER MITOCHONDRIAL MEMBRANE PROTEIN COMPLEX,GOCC,GO:0098800,0,0,0,0,0,0,0,0,1.538406775,0,0,0,0,1.36542793
CELL CORTEX REGION,GOCC,GO:0099738,0,1.590173367,0,0,0,0,0,0,0,0,0,0,0,1.377397887
TRANSPORTER COMPLEX,GOCC,GO:1990351,0,0,0,0,0,0,0,0,0,0,0,1.35626542,1.370848223,0
TRANSCRIPTIONAL REPRESSOR COMPLEX,GOCC,GO:0017053,0,0,0,0,0,0,0,0,0,0,0,2.915787102,1.971051855,0
"POSTSYNAPTIC DENSITY, INTRACELLULAR COMPONENT",GOCC,GO:0099092,0,0,0,1.646987083,0,0,0,0,0,0,0,1.781912388,0,0
NEURON PROJECTION TERMINUS,GOCC,GO:0044306,0,1.411939601,0,0,0,0,0,0,0,0,0,2.539208593,0,0
BANDED COLLAGEN FIBRIL,GOCC,GO:0098643,1.30243574,0,0,1.540809842,0,0,0,0,0,0,0,0,0,0
COATED VESICLE MEMBRANE,GOCC,GO:0030662,0,1.315866776,0,0,0,0,0,0,4.985028304,0,0,0,0,0
SITE OF DNA DAMAGE,GOCC,GO:0090734,0,0,0,0,0,0,0,0,0,0,0,2.532816148,0,3.422995921
CCR4-NOT COMPLEX,GOCC,GO:0030014,0,0,1.652987567,0,0,0,0,1.393182273,0,0,0,0,0,0
PML BODY,GOCC,GO:0016605,0,0,0,0,0,0,0,0,1.593336116,0,0,2.612115786,0,0
CAMP-DEPENDENT PROTEIN KINASE COMPLEX,GOCC,GO:0005952,0,0,0,0,0,0,0,0,0,0,2.218876786,2.939472078,0,0
INTRINSIC COMPONENT OF PRESYNAPTIC MEMBRANE,GOCC,GO:0098889,0,0,0,0,0,0,0,0,0,0,1.38178544,1.778007666,0,0
MITOCHONDRIAL OUTER MEMBRANE,GOCC,GO:0005741,0,0,0,0,0,0,0,0,0,0,0,2.182431934,0,1.469890208
SIN3 COMPLEX,GOCC,GO:0016580,0,0,0,0,0,0,0,0,0,0,0,1.488262043,0,1.555501352
TRANS-GOLGI NETWORK,GOCC,GO:0005802,0,0,0,0,0,0,0,0,1.972358632,0,0,3.129165234,0,0
NUCLEAR ENVELOPE,GOCC,GO:0005635,0,0,0,0,0,0,0,0,0,0,1.617709497,2.74490019,0,0
CYTOSOLIC PART,GOCC,GO:0044445,0,0,0,0,0,0,0,0,0,0,0,1.603522952,0,1.397698612
"POSTSYNAPTIC SPECIALIZATION, INTRACELLULAR COMPONENT",GOCC,GO:0099091,0,0,0,1.359463379,0,0,0,0,0,0,0,1.488262043,0,0
"NUCLEAR CHROMOSOME, TELOMERIC REGION",GOCC,GO:0000784,0,0,0,0,0,0,0,0,0,0,0,1.576391191,0,1.617071875
DENDRITE CYTOPLASM,GOCC,GO:0032839,0,0,0,0,0,0,0,0,1.528637587,0,0,3.075501173,0,0
MICROVILLUS MEMBRANE,GOCC,GO:0031528,0,0,1.379393859,0,0,0,0,0,0,0,0,2.756193577,0,0
TELOMERE CAP COMPLEX,GOCC,GO:0000782,0,0,0,0,0,0,0,0,0,0,0,1.576391191,0,1.617071875
RNA POLYMERASE II TRANSCRIPTION FACTOR COMPLEX,GOCC,GO:0090575,0,0,0,1.677216648,0,0,0,0,0,0,1.762749837,0,0,0
PLATELET DENSE TUBULAR NETWORK,GOCC,GO:0031094,0,0,0,1.646987083,1.646051291,0,0,0,0,0,0,0,0,0
POSTSYNAPTIC CYTOSOL,GOCC,GO:0099524,0,0,0,0,0,1.691602583,0,0,0,0,0,1.334237291,0,0
TRANSPORT VESICLE,GOCC,GO:0030133,0,1.395788365,0,0,0,0,0,0,0,0,0,2.798043706,0,0
GABA-ERGIC SYNAPSE,GOCC,GO:0098982,0,0,0,0,0,0,0,0,0,0,1.38178544,3.407036006,0,0
"PROTON-TRANSPORTING V-TYPE ATPASE, V0 DOMAIN",GOCC,GO:0033179,0,0,0,0,0,0,0,0,0,0,0,2.939472078,1.986901638,0
HOST CELL,GOCC,GO:0043657,0,0,0,0,0,0,0,0,0,0,0,1.502550608,0,1.598636731
CLEAVAGE FURROW,GOCC,GO:0032154,0,0,0,0,0,0,0,1.616627572,2.909075364,0,0,0,0,0
OTHER ORGANISM PART,GOCC,GO:0044217,0,0,0,0,0,0,0,0,0,0,0,1.433700658,0,1.551822543
APICOLATERAL PLASMA MEMBRANE,GOCC,GO:0016327,1.834492385,0,0,0,0,0,0,0,0,0,0,2.434241958,0,0
LATE ENDOSOME MEMBRANE,GOCC,GO:0031902,0,3.581633666,0,0,0,0,0,0,1.450538159,0,0,0,0,0
EARLY ENDOSOME MEMBRANE,GOCC,GO:0031901,0,0,0,0,0,0,0,0,4.040246484,0,0,3.337239856,0,0
FIBRILLAR COLLAGEN TRIMER,GOCC,GO:0005583,1.30243574,0,0,1.540809842,0,0,0,0,0,0,0,0,0,0
NUCLEAR PERIPHERY,GOCC,GO:0034399,0,0,0,0,0,0,0,0,0,0,0,2.229387146,0,1.474518812
INTRINSIC COMPONENT OF ENDOPLASMIC RETICULUM MEMBRANE,GOCC,GO:0031227,0,3.460003883,0,0,0,0,0,0,1.513313856,0,0,0,0,0
CELL TRAILING EDGE,GOCC,GO:0031254,0,0,1.881511644,0,0,0,0,0,0,0,0,1.576391191,0,0
CORTICAL ACTIN CYTOSKELETON,GOCC,GO:0030864,0,1.380698356,0,0,0,0,0,0,0,0,0,2.177942493,0,0
OTHER ORGANISM,GOCC,GO:0044215,0,0,0,0,0,0,0,0,0,0,0,1.433700658,0,1.551822543
SCHAFFER COLLATERAL - CA1 SYNAPSE,GOCC,GO:0098685,0,0,0,0,0,0,0,0,0,0,1.332356374,2.140721212,0,0
MALE GERM CELL NUCLEUS,GOCC,GO:0001673,0,0,0,0,0,0,0,0,1.382635075,0,0,0,0,1.498720933
CILIARY TRANSITION ZONE,GOCC,GO:0035869,0,0,1.916740058,0,0,1.779192215,0,0,0,0,0,0,0,0
NADPH OXIDASE COMPLEX,GOCC,GO:0043020,0,0,0,0,0,0,0,0,1.565635328,0,2.059400681,0,0,0
SITE OF DOUBLE-STRAND BREAK,GOCC,GO:0035861,0,0,0,0,0,0,0,0,0,0,0,2.057926383,0,2.009969717
TIGHT JUNCTION,GOCC,GO:0070160,0,0,0,0,0,1.35976527,0,0,0,0,0,4.710144762,0,0
TRANSCRIPTION FACTOR COMPLEX,GOCC,GO:0005667,0,0,0,1.70715057,0,0,0,0,0,0,0,1.866855785,0,0
GOLGI-ASSOCIATED VESICLE,GOCC,GO:0005798,0,0,0,0,0,0,0,0,1.386850779,0,0,0,0,1.710953234
SPINDLE MIDZONE,GOCC,GO:0051233,0,0,0,0,0,0,0,0,0,0,0,5.022859197,0,1.521778851
SARCOPLASM,GOCC,GO:0016528,0,0,0,0,0,0,0,0,0,0,0,3.157123268,2.080165527,0
PEPTIDASE COMPLEX,GOCC,GO:1905368,0,0,0,0,0,0,0,0,0,0,0,4.392412059,3.308806864,0
NUCLEAR TELOMERE CAP COMPLEX,GOCC,GO:0000783,0,0,0,0,0,0,0,0,0,0,0,1.576391191,0,1.617071875
HOST,GOCC,GO:0018995,0,0,0,0,0,0,0,0,0,0,0,1.502550608,0,1.598636731
P-BODY,GOCC,GO:0000932,0,0,0,0,0,0,0,0,0,0,0,1.66864792,1.794281328,0
ASTROCYTE PROJECTION,GOCC,GO:0097449,0,0,0,0,0,0,0,0,0,0,0,2.876646374,1.538125501,0
GLYCOPROTEIN COMPLEX,GOCC,GO:0090665,0,0,0,0,0,2.115725034,2.312250033,0,0,0,0,0,0,0
COMPACT MYELIN,GOCC,GO:0043218,0,4.98860246,0,0,0,0,0,0,1.638577808,0,0,0,0,0
CELL ADHESION MEDIATOR ACTIVITY,GOMF,GO:0098631,0,0,0,0,0,0,0,0,1.446057874,0,0,3.219986526,0,0
TRANSMEMBRANE-EPHRIN RECEPTOR ACTIVITY,GOMF,GO:0005005,0,0,0,0,0,0,0,0,0,0,1.762484448,3.852660683,0,0
PHOSPHATASE ACTIVATOR ACTIVITY,GOMF,GO:0019211,0,0,0,0,0,0,0,0,0,1.332297866,1.813433192,0,0,0
ALCOHOL DEHYDROGENASE (NADP+) ACTIVITY,GOMF,GO:0008106,0,0,0,0,0,0,1.436592355,0,0,0,0,0,1.367339758,0
GLUCOSE TRANSMEMBRANE TRANSPORTER ACTIVITY,GOMF,GO:0005355,0,0,1.669370679,0,0,0,0,0,0,0,0,0,1.33040537,0
PURINERGIC RECEPTOR ACTIVITY,GOMF,GO:0035586,0,0,0,0,0,0,0,0,1.778049608,0,0,0,2.15774055,0
G PROTEIN-COUPLED GLUTAMATE RECEPTOR BINDING,GOMF,GO:0035256,0,0,0,0,0,0,0,0,0,0,0,2.603114451,0,1.684237518
ALPHA-ACTININ BINDING,GOMF,GO:0051393,0,2.108892389,0,0,0,0,0,0,0,0,0,1.31905424,0,0
CORE PROMOTER BINDING,GOMF,GO:0001047,0,0,0,0,0,0,0,0,0,0,0,1.799952584,0,2.17520788
MODIFIED AMINO ACID BINDING,GOMF,GO:0072341,0,0,2.062998152,2.170744441,0,0,0,0,0,0,0,0,0,0
MYOSIN II BINDING,GOMF,GO:0045159,0,0,0,0,0,0,0,0,1.499311585,0,0,1.576391191,0,0
CYSTEINE-TYPE ENDOPEPTIDASE ACTIVITY INVOLVED IN APOPTOTIC PROCESS,GOMF,GO:0097153,0,0,0,0,0,0,0,0,0,1.359694994,0,1.407908195,0,0
CYCLIC NUCLEOTIDE-DEPENDENT PROTEIN KINASE ACTIVITY,GOMF,GO:0004690,0,0,0,0,0,0,0,0,0,0,0,1.903461208,0,3.139497865
COPPER ION BINDING,GOMF,GO:0005507,0,0,0,0,0,0,0,0,1.399082023,0,0,1.502550608,0,0
"PHOSPHATIDYLINOSITOL-3,4,5-TRISPHOSPHATE BINDING",GOMF,GO:0005547,0,0,0,0,0,0,0,0,2.818442551,0,0,1.851704274,0,0
RIBONUCLEOPROTEIN COMPLEX BINDING,GOMF,GO:0043021,0,0,0,0,0,0,0,0,0,0,0,1.651647008,0,2.969365636
EPHRIN RECEPTOR ACTIVITY,GOMF,GO:0005003,0,0,0,0,0,0,0,0,0,0,1.714737417,4.736996521,0,0
OPSONIN BINDING,GOMF,GO:0001846,0,0,0,0,0,0,0,0,1.382635075,0,0,0,0,2.59113435
"ENDONUCLEASE ACTIVITY, ACTIVE WITH EITHER RIBO- OR DEOXYRIBONUCLEIC ACIDS AND PRODUCING 3'-PHOSPHOMONOESTERS",GOMF,GO:0016894,1.443719379,0,1.380228604,0,0,0,0,0,0,0,0,0,0,0
TUMOR NECROSIS FACTOR RECEPTOR BINDING,GOMF,GO:0005164,0,0,0,0,0,0,0,0,1.528637587,0,0,1.697073155,0,0
MUSCLE ALPHA-ACTININ BINDING,GOMF,GO:0051371,0,1.418686691,0,0,2.037496218,0,0,0,0,0,0,0,0,0
TOLL-LIKE RECEPTOR BINDING,GOMF,GO:0035325,0,0,1.881511644,1.445564594,0,0,0,0,0,0,0,0,0,0
CADHERIN BINDING INVOLVED IN CELL-CELL ADHESION,GOMF,GO:0098641,0,0,0,0,0,0,0,0,0,0,0,2.754004736,1.491455833,0
SODIUM-INDEPENDENT ORGANIC ANION TRANSMEMBRANE TRANSPORTER ACTIVITY,GOMF,GO:0015347,1.619883726,0,0,1.933851241,0,0,0,0,0,0,0,0,0,0
GLUTATHIONE BINDING,GOMF,GO:0043295,0,0,1.352980152,1.646987083,0,0,0,0,0,0,0,0,0,0
ANDROGEN RECEPTOR BINDING,GOMF,GO:0050681,0,0,0,0,0,1.40920791,0,0,0,0,1.355802244,0,0,0
DYNACTIN BINDING,GOMF,GO:0034452,1.30243574,0,0,0,0,2.162064793,0,0,0,0,0,0,0,0
SCAFFOLD PROTEIN BINDING,GOMF,GO:0097110,0,0,0,0,0,0,0,0,3.58404391,0,0,2.565697323,0,0
BHLH TRANSCRIPTION FACTOR BINDING,GOMF,GO:0043425,0,0,0,0,0,0,0,1.51389518,0,0,0,1.31905424,0,0
DEATH RECEPTOR BINDING,GOMF,GO:0005123,0,0,0,0,0,0,0,0,0,0,0,2.434241958,1.367339758,0
RNA POLYMERASE II REPRESSING TRANSCRIPTION FACTOR BINDING,GOMF,GO:0001103,0,0,0,0,0,0,0,0,0,0,0,2.07935179,2.661519743,0
RNA POLYMERASE II TRANSCRIPTION COFACTOR BINDING,GOMF,GO:0001224,0,0,0,0,0,0,0,0,0,0,0,1.546137387,0,2.049368004
"BACTERIAL-TYPE RNA POLYMERASE TRANSCRIPTIONAL ACTIVATOR ACTIVITY, SEQUENCE-SPECIFIC DNA BINDING",GOMF,GO:0001216,1.719965904,0,0,0,0,0,0,1.393182273,0,0,0,0,0,0
DNA SECONDARY STRUCTURE BINDING,GOMF,GO:0000217,0,0,0,0,0,0,0,0,0,0,0,1.31905424,0,1.855537309
PHOSPHORIC ESTER HYDROLASE ACTIVITY,GOMF,GO:0042578,0,4.196282564,0,0,0,0,0,0,0,0,0,3.035622404,0,0
EXTRACELLULAR MATRIX STRUCTURAL CONSTITUENT CONFERRING TENSILE STRENGTH,GOMF,GO:0030020,0,0,0,1.577011264,0,0,0,0,1.957075167,0,0,0,0,0
"ATP-DEPENDENT MICROTUBULE MOTOR ACTIVITY, MINUS-END-DIRECTED",GOMF,GO:0008569,0,0,0,0,0,0,0,0,2.179188864,4.703784932,0,0,0,0
PHOSPHATIDYLINOSITOL 3-KINASE ACTIVITY,GOMF,GO:0035004,0,0,0,0,0,0,0,0,1.565635328,0,0,0,0,1.684237518
NEUROPEPTIDE HORMONE ACTIVITY,GOMF,GO:0005184,0,0,1.721342183,0,0,0,0,0,1.604769041,0,0,0,0,0
PHOSPHATIDYLCHOLINE TRANSPORTER ACTIVITY,GOMF,GO:0008525,0,0,0,0,0,0,0,0,1.438579844,1.389026331,0,0,0,0
PDZ DOMAIN BINDING,GOMF,GO:0030165,0,0,0,0,0,0,0,0,2.01563607,0,0,8.261756269,0,0
METALLOENDOPEPTIDASE INHIBITOR ACTIVITY,GOMF,GO:0008191,0,0,0,0,0,0,0,0,0,1.332297866,0,2.109285884,0,0
GTPASE INHIBITOR ACTIVITY,GOMF,GO:0005095,0,0,0,0,0,2.026213422,0,0,0,0,0,1.576391191,0,0
FIBROBLAST GROWTH FACTOR BINDING,GOMF,GO:0017134,0,0,0,0,0,0,0,0,0,0,0,3.056745654,3.368619366,0
CERAMIDE TRANSPORTER ACTIVITY,GOMF,GO:0035620,0,0,0,0,0,0,0,0,1.565635328,1.454708473,0,0,0,0
PHOSPHORUS-OXYGEN LYASE ACTIVITY,GOMF,GO:0016849,0,0,0,0,0,0,0,0,2.844320927,0,0,0,0,3.079599934
TRANSMEMBRANE RECEPTOR PROTEIN SERINE/THREONINE KINASE BINDING,GOMF,GO:0070696,0,0,0,0,0,0,0,0,1.826606089,0,0,3.81887706,0,0
CYSTEINE-TYPE ENDOPEPTIDASE ACTIVITY INVOLVED IN EXECUTION PHASE OF APOPTOSIS,GOMF,GO:0097200,0,0,0,0,0,0,0,0,0,1.420578836,0,1.576391191,0,0
DEMETHYLASE ACTIVITY,GOMF,GO:0032451,2.170943197,0,0,0,1.575487051,0,0,0,0,0,0,0,0,0
TRANSCRIPTION COACTIVATOR BINDING,GOMF,GO:0001223,0,0,0,0,0,0,0,0,0,0,2.442935103,2.017305529,0,0
"PHOSPHATIDYLINOSITOL-4,5-BISPHOSPHATE BINDING",GOMF,GO:0005546,0,0,1.71541298,0,0,0,0,0,1.471906161,0,0,0,0,0
ACTIVATING TRANSCRIPTION FACTOR BINDING,GOMF,GO:0033613,0,0,0,0,0,0,0,0,0,0,0,3.783384334,1.454568169,0
CYSTEINE-TYPE ENDOPEPTIDASE ACTIVITY INVOLVED IN APOPTOTIC SIGNALING PATHWAY,GOMF,GO:0097199,0,0,0,0,0,0,0,0,0,1.532623908,0,1.903461208,0,0
"3',5'-CYCLIC-AMP PHOSPHODIESTERASE ACTIVITY",GOMF,GO:0004115,0,2.256623176,0,0,0,0,2.065192336,0,0,0,0,0,0,0
BIOACTIVE LIPID RECEPTOR ACTIVITY,GOMF,GO:0045125,0,1.418686691,0,0,0,0,0,0,1.382635075,0,0,0,0,0
CYTOKINE ACTIVITY,GOMF,GO:0005125,0,0,0,0,0,0,0,0,0,0,0,2.995196742,1.489362894,0
NUCLEOSIDE DIPHOSPHATE KINASE ACTIVITY,GOMF,GO:0004550,0,0,0,0,0,0,0,0,0,0,0,4.736996521,0,3.508682037
SINGLE-STRANDED DNA BINDING,GOMF,GO:0003697,0,0,0,0,0,0,0,0,0,0,0,2.998793865,0,1.625941522
SPECTRIN BINDING,GOMF,GO:0030507,0,0,0,0,0,2.957690249,0,0,0,0,0,2.850986219,0,0
DNA POLYMERASE BINDING,GOMF,GO:0070182,0,0,0,0,0,2.223592802,0,0,0,0,0,0,0,1.351268368
DISORDERED DOMAIN SPECIFIC BINDING,GOMF,GO:0097718,0,0,0,0,0,0,0,0,2.207242456,0,0,2.142073217,0,0
CELL-CELL ADHESION MEDIATOR ACTIVITY,GOMF,GO:0098632,0,1.625806043,0,0,0,0,0,0,0,0,0,1.95811684,0,0
CORE PROMOTER SEQUENCE-SPECIFIC DNA BINDING,GOMF,GO:0001046,0,0,0,0,0,0,0,0,0,0,0,1.799952584,0,2.17520788
CALCIUM ION TRANSMEMBRANE TRANSPORTER ACTIVITY,GOMF,GO:0015085,0,0,0,2.716503948,0,0,0,0,0,0,0,2.413038674,0,0
"HYDROLASE ACTIVITY, ACTING ON CARBON-NITROGEN (BUT NOT PEPTIDE) BONDS",GOMF,GO:0016810,0,0,1.315497621,0,0,0,0,1.769943494,0,0,0,0,0,0
DNA REPLICATION ORIGIN BINDING,GOMF,GO:0003688,0,0,0,0,0,0,0,0,2.844320927,0,0,2.252942902,0,0
COENZYME BINDING,GOMF,GO:0050662,0,0,0,1.637095189,1.414086675,0,0,0,0,0,0,0,0,0
MHC CLASS I PROTEIN BINDING,GOMF,GO:0042288,0,0,0,0,0,0,1.507378442,0,0,0,0,0,1.406340997,0
STEROID HORMONE RECEPTOR ACTIVITY,GOMF,GO:0003707,0,0,1.379393859,0,0,0,0,0,0,0,0,2.017305529,0,0
CAMP RESPONSE ELEMENT BINDING,GOMF,GO:0035497,0,0,2.286228044,0,0,0,0,0,0,0,0,1.334237291,0,0
FOUR-WAY JUNCTION DNA BINDING,GOMF,GO:0000400,0,0,0,0,0,0,0,0,0,0,0,2.010600597,0,2.428782596
PROTEIN SERINE/THREONINE PHOSPHATASE ACTIVITY,GOMF,GO:0004722,0,1.496163452,0,0,0,0,0,0,0,0,0,1.409475916,0,0
RNA POLYMERASE II CTD HEPTAPEPTIDE REPEAT KINASE ACTIVITY,GOMF,GO:0008353,0,0,0,0,0,0,0,0,2.706227789,0,0,0,0,2.888460512
