,,,ChangCTLvsMDD_ACC_Female,ChangCTLvsMDD_ACC_Male,ChangCTLvsMDD_DLPFC_Female,ChangCTLvsMDD_DLPFC_Male,Female Anterior Insula,Female BA8/9,Female BA11,Female BA25,Female Nac,Female Subic,Male Anterior Insula,Male BA8/9,Male BA11,Male BA25,Male Nac,Male Subic,female_ancg,female_dlpfc,female_nacc,male_ancg,male_dlpfc,male_nacc
TELOMERE CAP COMPLEX,GOCC,GO:0000782,0,0,0,0,0,0,2.095174436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNA POLYMERASE II TRANSCRIPTION FACTOR COMPLEX,GOCC,GO:0090575,0,1.448170005,2.96679689,1.466106329,0,0,0,0,0,0,0,1.395504473,1.927900705,1.961510753,0,0,0,0,0,1.926168656,0,1.599380953
"PROTON-TRANSPORTING TWO-SECTOR ATPASE COMPLEX, CATALYTIC DOMAIN",GOCC,GO:0033178,0,2.704385746,1.886129308,0,0,0,4.480476122,0,0,0,0,0,0,0,0,0,0,0,0,3.602253251,0,5.562166228
ENDOCYTIC VESICLE LUMEN,GOCC,GO:0071682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.547305572,0
SECONDARY LYSOSOME,GOCC,GO:0005767,0,0,0,0,0,0,0,2.264088125,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WNT SIGNALOSOME,GOCC,GO:1990909,0,0,1.36819058,0,0,0,0,0,0,0,0,0,2.40759029,1.458761432,1.33212724,0,3.945843755,0,0,0,0,1.987104598
POSTSYNAPTIC CYTOSOL,GOCC,GO:0099524,0,0,2.031660583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.772467769,0
ENDOLYSOSOME,GOCC,GO:0036019,0,0,0,1.320639023,0,0,0,1.935368469,0,0,0,1.518085824,0,0,0,0,1.750571237,0,0,0,0,0
TRANSPORT VESICLE,GOCC,GO:0030133,0,0,0,0,0,0,1.989902326,0,0,0,0,0,0,2.240539357,0,0,0,0,0,0,0,0
EXOCYTIC VESICLE,GOCC,GO:0070382,0,0,0,0,0,0,0,0,0,0,0,0,0,2.065985756,0,0,0,0,0,0,0,0
DNA REPLICATION PREINITIATION COMPLEX,GOCC,GO:0031261,1.784219635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GABA-ERGIC SYNAPSE,GOCC,GO:0098982,0,1.886100767,2.051357107,0,0,0,0,0,0,0,0,0,0,2.285607941,0,0,0,0,0,1.562767337,0,0
RUFFLE,GOCC,GO:0001726,7.365880988,5.092937608,5.048643784,6.710346287,1.311403296,0,0,2.976633803,2.559457229,1.837647306,1.948847878,2.492600883,0,10.88871192,1.489489024,0,2.484169108,2.673781024,0,2.368430801,3.408481207,3.972719499
CLATHRIN-COATED VESICLE,GOCC,GO:0030136,2.772182344,0,1.663286863,1.684358483,0,0,0,0,3.021546075,1.655811272,0,0,0,3.921331738,0,0,3.669155145,0,0,2.565558908,1.920236866,0
CORNIFIED ENVELOPE,GOCC,GO:0001533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.648443205,0,0,0,0
MLL1 COMPLEX,GOCC,GO:0071339,0,0,0,0,0,0,3.69097991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PROTON-TRANSPORTING V-TYPE ATPASE, V0 DOMAIN",GOCC,GO:0033179,0,0,0,0,1.339638599,0,0,0,0,0,0,3.833390605,0,2.788527935,0,0,0,0,0,1.886564955,0,0
INTEGRAL COMPONENT OF LUMENAL SIDE OF ENDOPLASMIC RETICULUM MEMBRANE,GOCC,GO:0071556,0,0,0,0,0,0,0,0,0,2.777181658,0,0,0,0,0,0,0,0,0,0,0,0
EXTRINSIC COMPONENT OF ENDOSOME MEMBRANE,GOCC,GO:0031313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.343955856,0,0,0,0,0,0
POLE PLASM,GOCC,GO:0045495,0,0,0,0,0,0,0,0,0,0,2.318733233,0,0,0,0,0,0,0,0,0,0,0
HOST CELL,GOCC,GO:0043657,0,0,0,0,0,0,0,0,0,0,0,1.570889744,1.939559724,0,0,0,0,0,0,0,0,0
CHROMOSOMAL REGION,GOCC,GO:0098687,1.562449019,0,4.960001809,0,0,0,4.803738173,0,0,0,0,1.904005157,0,1.946959247,0,0,0,6.757749414,0,1.387568913,0,0
DNA HELICASE COMPLEX,GOCC,GO:0033202,1.596859109,1.728588384,0,0,0,2.087689951,6.459317068,0,0,0,0,0,2.21271889,4.634657173,0,0,0,0,0,0,0,0
CHAPERONE COMPLEX,GOCC,GO:0101031,0,0,0,0,0,1.56528368,0,0,0,0,0,2.4603275,0,3.236195546,0,0,0,0,0,0,0,0
PROTON-TRANSPORTING ATP SYNTHASE COMPLEX,GOCC,GO:0045259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.171377862,0,11.1675168
IMMUNOLOGICAL SYNAPSE,GOCC,GO:0001772,3.189177183,2.53489437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CLEAVAGE FURROW,GOCC,GO:0032154,3.519170283,2.113376433,1.731007025,0,0,0,1.689939885,0,0,1.988212302,2.589991938,0,0,1.316851909,0,0,0,0,0,0,3.196846323,0
MITOTIC SPINDLE POLE,GOCC,GO:0097431,0,0,4.272747167,0,0,0,0,0,1.481620681,0,0,0,0,0,0,0,1.453791208,1.831757463,0,0,0,0
ESCRT COMPLEX,GOCC,GO:0036452,0,0,0,0,0,0,0,0,0,0,0,0,0,2.430944151,0,0,0,0,0,0,0,0
ENDORIBONUCLEASE COMPLEX,GOCC,GO:1902555,0,0,0,0,0,0,1.399671842,0,0,0,0,0,0,0,0,0,0,0,0,1.795999454,0,0
ADA2/GCN5/ADA3 TRANSCRIPTION ACTIVATOR COMPLEX,GOCC,GO:0005671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.544039672,0,0
NEURON SPINE,GOCC,GO:0044309,1.507190508,1.367098716,6.807994244,0,0,0,1.378872951,0,2.510916276,0,2.702184225,1.849239164,0,3.773951161,0,0,0,0,0,1.377576619,2.698566411,0
COATED MEMBRANE,GOCC,GO:0048475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.396271367,0,0,0,0,0
DNA REPLICATION FACTOR A COMPLEX,GOCC,GO:0005662,0,0,1.303594325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NUCLEAR DNA-DIRECTED RNA POLYMERASE COMPLEX,GOCC,GO:0055029,0,0,1.475236198,1.721770414,0,0,2.971658753,1.45560875,0,0,0,2.893525936,1.95368018,1.709929047,0,0,0,0,0,1.87050836,1.908279635,0
OTHER ORGANISM PART,GOCC,GO:0044217,0,0,0,0,0,0,0,0,0,0,0,1.533563905,1.900361541,0,0,0,0,0,0,0,0,0
PERIKARYON,GOCC,GO:0043204,0,0,2.473065405,0,0,0,0,0,0,0,0,0,1.499532935,4.608448323,0,0,0,0,0,0,1.381258774,1.324625194
MEMBRANE COAT,GOCC,GO:0030117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.396271367,0,0,0,0,0
PRONUCLEUS,GOCC,GO:0045120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.33212724,0,0,2.776709396,0,0,0,0
MICROBODY,GOCC,GO:0042579,0,0,1.303620234,0,0,0,2.363010201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
APICOLATERAL PLASMA MEMBRANE,GOCC,GO:0016327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.653212745,0
CLATHRIN COAT OF COATED PIT,GOCC,GO:0030132,0,0,0,0,0,0,0,0,0,0,0,1.888100321,0,0,0,0,0,0,0,0,0,0
LATE ENDOSOME,GOCC,GO:0005770,1.341801425,0,2.630786467,0,1.377925364,0,2.005183291,0,0,0,0,1.463277494,0,3.161348431,0,0,1.553972389,0,0,0,0,2.41601815
ACTOMYOSIN,GOCC,GO:0042641,0,0,0,0,0,3.219610923,0,0,1.677081076,0,0,0,1.677081076,0,1.45752269,0,0,0,0,2.685060924,2.615259812,0
EUKARYOTIC TRANSLATION INITIATION FACTOR 3 COMPLEX,GOCC,GO:0005852,0,0,0,0,0,0,1.865773541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LATE ENDOSOME MEMBRANE,GOCC,GO:0031902,0,0,0,0,1.546026814,0,3.116196102,0,0,0,0,0,0,0,0,0,1.536284548,0,0,0,0,1.971758697
CENTRIOLE,GOCC,GO:0005814,0,0,1.33298071,0,0,0,0,0,0,0,0,0,0,0,0,0,2.941562818,1.432329209,0,0,1.467523681,1.409651415
CONDENSED CHROMOSOME OUTER KINETOCHORE,GOCC,GO:0000940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.640128343,0,0,0,0
PLATELET ALPHA GRANULE LUMEN,GOCC,GO:0031093,1.589382145,1.818896084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.331018043,1.617261201,1.499120213,0,0
FICOLIN-1-RICH GRANULE LUMEN,GOCC,GO:1904813,0,0,5.00220135,0,0,0,2.684875442,0,0,0,0,0,0,2.403650345,0,0,1.716094264,0,0,1.622170708,3.74862148,2.234001771
SPERM MIDPIECE,GOCC,GO:0097225,1.871845075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.286362883,0,0,0
EARLY ENDOSOME MEMBRANE,GOCC,GO:0031901,2.115913903,1.469317471,3.013782448,0,0,0,0,0,1.339603995,0,0,1.413907109,0,1.579751536,1.52794076,0,4.098063457,0,0,3.628867248,0,2.159739001
PCG PROTEIN COMPLEX,GOCC,GO:0031519,0,0,0,1.572293689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SCAR COMPLEX,GOCC,GO:0031209,3.041653889,0,4.945390657,0,0,0,0,0,0,0,0,0,0,0,0,2.86805955,0,0,0,0,2.017736023,0
DNA-DIRECTED RNA POLYMERASE COMPLEX,GOCC,GO:0000428,0,0,1.456820112,1.70642159,0,0,2.951081353,1.445626963,0,0,0,2.873084555,1.94022183,1.690458708,0,0,0,0,0,1.852507444,1.892435714,0
MISMATCH REPAIR COMPLEX,GOCC,GO:0032300,0,0,2.401321715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PROTEIN SERINE/THREONINE PHOSPHATASE COMPLEX,GOCC,GO:0008287,0,0,0,0,0,0,1.799944725,0,0,0,0,0,0,1.445801449,0,0,0,0,0,0,0,0
MULTIVESICULAR BODY MEMBRANE,GOCC,GO:0032585,0,0,2.112831376,0,0,0,1.972106698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SMOOTH ENDOPLASMIC RETICULUM,GOCC,GO:0005790,0,0,0,0,0,0,1.399671842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GERM CELL NUCLEUS,GOCC,GO:0043073,1.362966219,1.491182485,0,1.49916796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CILIARY ROOTLET,GOCC,GO:0035253,1.716437377,0,2.296424569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INTEGRAL COMPONENT OF ENDOPLASMIC RETICULUM MEMBRANE,GOCC,GO:0030176,0,0,0,0,0,1.797221798,0,1.681800737,0,1.38150686,0,0,0,0,0,0,0,0,0,0,0,0
"PROTEASOME REGULATORY PARTICLE, BASE SUBCOMPLEX",GOCC,GO:0008540,0,0,0,0,0,0,3.622000949,0,0,0,0,0,0,2.541453524,0,0,0,0,0,0,0,1.987104598
"CONDENSED CHROMOSOME, CENTROMERIC REGION",GOCC,GO:0000779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.498966705,0,0,0,0
RUFFLE MEMBRANE,GOCC,GO:0032587,5.369633911,2.62781898,4.156362941,3.410011239,1.998642209,0,0,3.39003274,1.399406913,0,2.892442137,3.205950862,0,10.70097845,2.194213082,0,1.361634346,1.885933238,0,1.558683062,0,3.601533137
BETA-CATENIN DESTRUCTION COMPLEX,GOCC,GO:0030877,1.784219635,0,3.600341182,0,0,0,2.164707695,0,0,0,0,0,0,1.458761432,1.33212724,0,0,0,0,0,0,0
ENDOSOME LUMEN,GOCC,GO:0031904,0,0,0,2.755781442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HISTONE METHYLTRANSFERASE COMPLEX,GOCC,GO:0035097,0,0,0,0,0,0,2.234187956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPERM PART,GOCC,GO:0097223,0,0,2.063296981,0,1.716979014,0,0,0,0,0,0,0,0,0,0,0,0,0,2.105646535,0,0,0
AUTOPHAGOSOME,GOCC,GO:0005776,0,0,3.27287768,0,0,0,0,0,1.333493571,0,0,0,0,0,0,0,0,0,0,0,0,0
NUCLEAR PERIPHERY,GOCC,GO:0034399,2.257590029,0,1.577180902,1.471164853,0,1.523705748,0,0,0,0,0,0,0,1.395784549,0,0,0,0,0,0,0,0
CAVEOLA,GOCC,GO:0005901,1.346865208,0,4.864605192,0,0,0,0,0,2.423386785,2.378131942,0,0,0,3.067204859,0,0,6.511915512,0,1.475074373,0,2.467827065,3.199773872
INTRINSIC COMPONENT OF ENDOPLASMIC RETICULUM MEMBRANE,GOCC,GO:0031227,0,0,0,0,0,1.714502601,0,1.612923602,0,1.316740233,0,0,0,0,0,0,0,0,0,0,0,0
CATALYTIC STEP 2 SPLICEOSOME,GOCC,GO:0071013,0,0,0,0,0,0,0,0,0,0,0,2.593065896,0,0,0,0,0,0,0,0,0,0
COLLAGEN-CONTAINING EXTRACELLULAR MATRIX,GOCC,GO:0062023,0,1.403126157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.081736828,0,0,1.700404999,3.004985833,2.412174641
TRANSCRIPTION FACTOR TFIIH CORE COMPLEX,GOCC,GO:0000439,0,0,1.439397574,0,0,2.358019875,0,0,0,0,0,2.211305423,0,0,0,0,0,0,0,0,0,0
ENDONUCLEASE COMPLEX,GOCC,GO:1905348,0,0,0,0,0,0,1.373677811,0,0,0,0,0,0,0,0,0,0,0,0,1.757456588,0,0
INTRACILIARY TRANSPORT PARTICLE B,GOCC,GO:0030992,0,0,0,0,0,0,0,2.168352406,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FILOPODIUM,GOCC,GO:0030175,4.272131493,1.817636254,4.551547055,2.494683171,0,0,0,0,1.322976407,0,0,1.587575101,2.05224416,2.394515308,0,0,0,1.803526458,0,2.003135332,4.346161235,3.412104518
NUA4 HISTONE ACETYLTRANSFERASE COMPLEX,GOCC,GO:0035267,1.324214174,0,0,1.459679668,0,0,2.871063687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H4/H2A HISTONE ACETYLTRANSFERASE COMPLEX,GOCC,GO:0043189,1.324214174,0,0,1.459679668,0,0,2.871063687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CELL TRAILING EDGE,GOCC,GO:0031254,0,0,0,0,0,0,0,0,0,0,0,0,0,1.393316391,0,0,0,0,1.340697389,0,1.948783291,0
CORTICAL ACTIN CYTOSKELETON,GOCC,GO:0030864,1.380660427,1.601258242,3.490188552,0,0,0,0,0,2.462929644,0,0,0,0,1.876825849,0,0,2.408613444,0,0,0,5.204224334,0
OTHER ORGANISM,GOCC,GO:0044215,0,0,0,0,0,0,0,0,0,0,0,1.533563905,1.900361541,0,0,0,0,0,0,0,0,0
INTRINSIC COMPONENT OF VACUOLAR MEMBRANE,GOCC,GO:0031310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.411718963,0,0,0
HISTONE ACETYLTRANSFERASE COMPLEX,GOCC,GO:0000123,0,0,0,1.512022069,0,0,3.574274505,0,0,0,0,0,1.534507053,0,0,0,0,0,0,0,0,0
SCHAFFER COLLATERAL - CA1 SYNAPSE,GOCC,GO:0098685,0,0,0,1.83334715,0,0,0,0,0,0,1.360175043,0,0,0,0,0,0,0,0,0,0,0
MALE GERM CELL NUCLEUS,GOCC,GO:0001673,0,1.728588384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENDOCYTIC VESICLE,GOCC,GO:0030139,4.836190047,0,2.1937521,1.692059224,3.763346905,1.90619802,0,2.782415855,4.820405947,4.007142047,0,2.924074652,2.27769632,8.788344671,1.358703933,0,3.341761308,0,0,5.002857988,3.467042151,1.891056645
CYCLIN-DEPENDENT PROTEIN KINASE HOLOENZYME COMPLEX,GOCC,GO:0000307,1.457618782,1.637653311,5.622861491,4.539021859,1.76396826,4.343249996,2.964639869,3.746634859,0,1.318005771,0,2.908364519,2.320231768,0,0,0,7.252462015,4.155107215,0,7.261387867,3.701494199,5.885856055
FICOLIN-1-RICH GRANULE MEMBRANE,GOCC,GO:0101003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.404585598,0,0,0,0
AXON CYTOPLASM,GOCC,GO:1904115,0,0,1.640706887,0,0,0,0,0,0,0,0,0,0,2.499034058,0,0,1.918734889,0,0,0,0,0
NADPH OXIDASE COMPLEX,GOCC,GO:0043020,1.784219635,0,0,0,0,0,0,2.568762522,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AXONEMAL DYNEIN COMPLEX,GOCC,GO:0005858,2.194882328,3.544795776,2.453851244,1.386718776,0,0,0,0,0,0,0,0,0,0,2.429495707,0,0,0,0,0,0,0
NUCLEAR SPECK,GOCC,GO:0016607,0,0,4.444452908,2.270060544,0,0,1.522970184,0,0,1.718332173,0,3.226326164,0,0,0,0,0,0,0,2.163860871,1.828830786,3.477994399
DYNEIN COMPLEX,GOCC,GO:0030286,0,2.999997611,3.134781127,2.156447475,0,0,0,0,0,0,0,0,0,0,2.890339824,0,0,0,1.793252943,0,0,0
RNA POLYMERASE III COMPLEX,GOCC,GO:0005666,0,0,0,0,0,0,0,0,0,0,0,1.836856876,2.104878075,2.091600851,0,0,0,0,0,0,0,0
RECYCLING ENDOSOME,GOCC,GO:0055037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.125451951,0,0
SITE OF DOUBLE-STRAND BREAK,GOCC,GO:0035861,0,2.524216063,6.373061891,0,0,0,0,0,0,1.723675209,0,0,0,0,0,0,0,0,0,0,0,0
TIGHT JUNCTION,GOCC,GO:0070160,0,1.493455993,1.631670605,2.726245744,0,0,0,0,0,1.724279403,0,0,0,0,0,0,0,0,0,0,2.310337086,0
TRANSCRIPTION FACTOR COMPLEX,GOCC,GO:0005667,1.483580729,2.365697803,2.693994961,1.584319776,1.625598361,0,0,2.088202085,0,0,0,0,1.672927456,0,0,0,0,0,0,1.99672316,1.87932507,2.198972161
ACROSOMAL VESICLE,GOCC,GO:0001669,0,0,0,0,0,0,0,1.397314023,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CELL CORTEX,GOCC,GO:0005938,4.860031359,5.152470283,6.384968859,1.977717353,0,1.663410108,1.383121978,0,1.480029096,0,0,1.315454563,0,5.11679627,0,0,3.054101778,0,0,2.089537196,6.517910348,0
"CONDENSED NUCLEAR CHROMOSOME, CENTROMERIC REGION",GOCC,GO:0000780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.470001134,0,0,0,0
GOLGI-ASSOCIATED VESICLE,GOCC,GO:0005798,1.529941871,0,0,0,0,0,0,0,0,0,0,1.87121575,0,2.773576258,0,0,0,0,0,0,0,0
ATPASE DEPENDENT TRANSMEMBRANE TRANSPORT COMPLEX,GOCC,GO:0098533,2.142228705,0,1.545190417,0,0,1.69147251,0,0,0,0,0,0,0,0,0,0,0,0,2.477909032,2.0642364,0,0
CELL PROJECTION MEMBRANE,GOCC,GO:0031253,6.27324601,1.536460752,4.237102263,3.317006548,1.611536844,1.354688537,0,2.068844692,0,0,0,0,0,7.699306999,0,0,2.596475318,3.332978028,0,2.769176682,2.288352858,2.172101942
M BAND,GOCC,GO:0031430,0,0,2.384256815,1.352893129,0,0,0,0,0,0,0,0,0,0,0,0,0,2.172808211,0,0,0,0
SPINDLE MIDZONE,GOCC,GO:0051233,0,0,1.754731041,0,0,0,0,0,0,0,1.862545823,0,1.481620681,0,0,0,0,4.464286214,0,0,0,0
GROWTH CONE,GOCC,GO:0030426,1.518517551,0,6.190310709,7.449229762,0,1.608931664,0,0,3.254863109,0,0,0,3.254863109,8.390358273,0,3.746943549,0,0,0,4.053008242,2.713776289,1.525466524
SARCOPLASM,GOCC,GO:0016528,0,0,0,0,0,0,0,0,2.443013837,0,0,0,0,0,0,0,0,0,0,0,0,0
PEPTIDASE COMPLEX,GOCC,GO:1905368,0,0,0,0,0,0,3.464563484,0,0,0,0,0,0,2.189621,0,0,0,0,0,0,0,0
ISWI-TYPE COMPLEX,GOCC,GO:0031010,0,0,3.766730805,4.932177098,0,0,0,0,0,0,0,0,0,1.53082142,0,1.303551519,0,0,1.411718963,1.804520612,0,0
NUCLEAR TELOMERE CAP COMPLEX,GOCC,GO:0000783,0,0,0,0,0,0,2.095174436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GO ID NOT FOUND IN OBO FILE ONTOLOGY DEFINITIONS,GOCC,GO:0120293,0,0,0,0,0,0,1.917124292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TORC2 COMPLEX,GOCC,GO:0031932,1.784219635,1.918080242,3.600341182,0,0,2.281465738,0,0,0,0,0,2.135252503,0,2.541453524,0,0,3.945843755,0,0,0,0,1.987104598
PORE COMPLEX,GOCC,GO:0046930,0,0,1.454176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CYTOSOLIC SMALL RIBOSOMAL SUBUNIT,GOCC,GO:0022627,0,0,0,0,0,0,0,0,0,0,0,2.798144562,0,3.025522959,0,0,0,0,0,0,0,2.519104968
INSULIN-RESPONSIVE COMPARTMENT,GOCC,GO:0032593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.409616198,1.343955856,0,0,0,0,0,0
CENTRIOLAR SATELLITE,GOCC,GO:0034451,0,0,0,0,0,0,0,0,1.994964668,0,1.802273992,0,0,1.303361521,0,0,0,0,0,0,2.647172471,0
HOST,GOCC,GO:0018995,0,0,0,0,0,0,0,0,0,0,0,1.570889744,1.939559724,0,0,0,0,0,0,0,0,0
DISTAL AXON,GOCC,GO:0150034,0,3.058233436,5.692107735,7.557350461,0,1.763870083,0,0,3.310627146,0,0,0,3.310627146,11.08730665,0,3.425601114,0,0,0,3.162013446,3.519702722,0
H4 HISTONE ACETYLTRANSFERASE COMPLEX,GOCC,GO:1902562,0,0,1.376984626,1.548067793,0,0,3.87060866,0,0,0,0,0,2.211683768,1.531733428,0,0,0,0,0,0,0,0
P-BODY,GOCC,GO:0000932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.35638594,0,2.190110108,0
METHYLTRANSFERASE COMPLEX,GOCC,GO:0034708,0,0,0,0,0,0,1.707592863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEMBRANE REGION,GOCC,GO:0098589,7.15720127,7.714518707,11.11985888,4.568538793,0,3.496926192,3.557890375,5.602173639,2.802433164,2.165304349,0,2.872582255,2.802433164,5.802860346,2.640994838,0,6.067097723,0,1.473986582,3.862748778,8.634521033,6.917799475
NON-MOTILE CILIUM,GOCC,GO:0097730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.694923059,0,0,0
ASTROCYTE PROJECTION,GOCC,GO:0097449,1.493998638,0,0,0,0,0,1.865773541,0,0,0,0,0,0,0,0,0,0,0,0,1.441816039,1.721692896,0
GOLGI-ASSOCIATED VESICLE MEMBRANE,GOCC,GO:0030660,1.427585586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.325895997,0,0
NUCLEAR CHROMATIN,GOCC,GO:0000790,0,3.223130772,7.690115378,5.792104136,0,0,4.002795375,0,0,2.023380695,0,0,4.797111946,6.667267393,0,0,0,0,0,2.023085367,1.409689537,2.673447198
POSTSYNAPTIC SPECIALIZATION MEMBRANE,GOCC,GO:0099634,0,0,2.452007241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRIMARY LYSOSOME,GOCC,GO:0005766,0,0,1.499701868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COMPACT MYELIN,GOCC,GO:0043218,0,0,1.439397574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CELL ADHESION MEDIATOR ACTIVITY,GOMF,GO:0098631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.673853934,0,0,1.454311865,0
TRANSMEMBRANE-EPHRIN RECEPTOR ACTIVITY,GOMF,GO:0005005,1.493998638,0,0,2.791455145,0,3.324137316,0,0,0,0,0,1.836856876,0,3.151887204,0,2.560604522,0,0,0,0,0,0
TRANSMEMBRANE RECEPTOR PROTEIN TYROSINE KINASE ADAPTOR ACTIVITY,GOMF,GO:0005068,1.716437377,0,2.296424569,0,0,0,0,0,0,0,0,0,0,2.435578002,0,0,0,0,0,0,0,0
PHOSPHATASE ACTIVATOR ACTIVITY,GOMF,GO:0019211,0,0,2.031660583,0,0,0,0,0,0,0,0,4.639127095,0,3.259786003,0,0,0,0,0,3.815641122,3.008678229,0
HISTONE-LYSINE N-METHYLTRANSFERASE ACTIVITY,GOMF,GO:0018024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.630577379,0,0,0,0
LYSINE-ACETYLATED HISTONE BINDING,GOMF,GO:0070577,0,1.491182485,2.686926757,1.49916796,0,0,0,0,0,0,0,2.890796628,1.966415769,0,0,0,0,0,0,1.311731324,0,0
HEAT SHOCK PROTEIN BINDING,GOMF,GO:0031072,0,0,5.738443409,0,0,0,0,0,0,0,0,2.626408652,0,2.982523244,0,1.710992866,0,0,0,5.674922902,4.580098455,2.927629081
SULFUR COMPOUND BINDING,GOMF,GO:1901681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.163213487,2.251149314,2.15029262
ATPASE BINDING,GOMF,GO:0051117,4.909571803,2.874964086,18.38878314,8.598481338,3.168413401,0,10.01586683,2.623786245,0,1.489062038,0,7.508027001,2.329335541,11.56506864,2.32847769,0,4.143900053,0,0,8.457969711,4.002538868,7.850111257
CYCLIN-DEPENDENT PROTEIN KINASE ACTIVITY,GOMF,GO:0097472,0,3.145399343,3.891944217,5.575609029,0,2.629113284,2.459133014,0,1.656822248,0,0,0,1.656822248,1.456800138,0,0,1.628439161,0,0,2.779472798,0,0
SMAD BINDING,GOMF,GO:0046332,6.218534633,7.940213679,6.696849197,4.899107626,3.331035041,1.466696715,2.871951231,4.937605101,0,7.883576413,0,1.9935241,4.471654233,5.497240748,0,0,0,0,1.505511644,3.34982384,2.539809284,5.129687705
ALCOHOL DEHYDROGENASE (NADP+) ACTIVITY,GOMF,GO:0008106,0,0,0,0,0,0,0,0,0,0,0,0,1.925197982,0,0,0,0,0,0,0,0,0
CARBOHYDRATE KINASE ACTIVITY,GOMF,GO:0019200,3.436982205,0,0,1.459679668,0,0,1.689094414,5.012344018,3.232355969,0,0,0,0,0,0,0,0,0,0,2.229483564,2.653212745,0
"ATPASE ACTIVITY, COUPLED",GOMF,GO:0042623,11.05701673,10.17932018,21.19505943,17.32823274,4.074222037,8.525519537,14.76263759,1.836719113,3.824017751,4.411797711,3.122323893,6.634321076,3.162627815,18.11477295,7.534442372,0,8.39171464,11.47580602,4.909988354,16.12396632,5.820557851,10.0820587
ADENYLATE CYCLASE BINDING,GOMF,GO:0008179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.730437452,0,0
