,,,GSE21935_Barnes_FSCZvsCTL,GSE21935_Barnes_MSCZvsCTL,GSE17612_Maycox_FSCZvsCTL,GSE17612_Maycox_MSCZvsCTL,GSE46509_Piet_FSCZvsCTL,GSE46509_Piet_MSCZvsCTL,GSE37981_Piet_FSCZvsCTL,GSE37981_Piet_MSCZvsCTL,female_scz_ancg_dge,female_scz_dlpfc_dge,female_scz_nacc_dge,male_scz_ancg_dge,male_scz_dlpfc_dge,male_scz_nAcc_dge
PROTEIN QUALITY CONTROL FOR MISFOLDED OR INCOMPLETELY SYNTHESIZED PROTEINS,GOBP,GO:0006515,0,0,0,0,0,0,0,0,0,0,0,1.831869678,0,0
DOSAGE COMPENSATION BY INACTIVATION OF X CHROMOSOME,GOBP,GO:0009048,0,0,0,0,0,0,0,0,0,0,0,0,0,2.973535393
BICELLULAR TIGHT JUNCTION ASSEMBLY,GOBP,GO:0070830,0,1.375385353,0,0,0,0,0,0,0,0,0,0,0,0
AXON ENSHEATHMENT IN CENTRAL NERVOUS SYSTEM,GOBP,GO:0032291,0,0,0,0,0,0,0,0,2.624177868,0,0,0,0,0
RESPONSE TO PROSTAGLANDIN E,GOBP,GO:0034695,0,0,0,0,0,0,0,0,1.549828823,0,0,0,0,0
ORGANIC ACID TRANSPORT,GOBP,GO:0015849,0,0,0,0,0,0,0,0,0,0,0,0,0,1.342477572
NEGATIVE REGULATION OF ATPASE ACTIVITY,GOBP,GO:0032780,0,0,0,0,0,0,0,0,0,0,1.467439367,0,0,0
VENTRICULAR SYSTEM DEVELOPMENT,GOBP,GO:0021591,0,0,0,0,0,0,0,0,0,0,1.959138666,0,0,0
AMINE BIOSYNTHETIC PROCESS,GOBP,GO:0009309,0,0,0,0,0,0,0,0,0,0,0,0,0,1.353742759
CRANIAL NERVE DEVELOPMENT,GOBP,GO:0021545,0,0,0,1.922713435,0,0,0,0,0,0,0,0,0,0
REGULATION OF VASOCONSTRICTION,GOBP,GO:0019229,0,0,0,0,0,0,0,1.368756841,0,0,0,0,0,0
ANOIKIS,GOBP,GO:0043276,0,0,0,1.400642145,0,0,0,0,0,0,0,0,0,0
IONOTROPIC GLUTAMATE RECEPTOR SIGNALING PATHWAY,GOBP,GO:0035235,0,0,0,0,0,0,0,0,1.410773894,0,0,0,0,0
POSITIVE REGULATION OF POTASSIUM ION TRANSPORT,GOBP,GO:0043268,0,0,0,0,2.766356894,0,0,0,0,0,0,0,0,0
ANTIBIOTIC METABOLIC PROCESS,GOBP,GO:0016999,0,0,0,0,0,0,0,0,0,0,0,0,0,1.56832916
NEGATIVE REGULATION OF CALCINEURIN-NFAT SIGNALING CASCADE,GOBP,GO:0070885,0,0,0,0,0,0,0,0,0,0,0,1.680442483,0,0
POSITIVE REGULATION OF OXIDOREDUCTASE ACTIVITY,GOBP,GO:0051353,0,0,0,0,0,0,0,0,0,0,0,1.3230669,0,0
EMBRYONIC APPENDAGE MORPHOGENESIS,GOBP,GO:0035113,0,0,0,0,0,0,0,2.47379417,0,0,0,0,0,0
ADRENERGIC RECEPTOR SIGNALING PATHWAY,GOBP,GO:0071875,0,2.173341189,0,0,0,0,0,0,0,0,0,0,0,0
RESPONSE TO INCREASED OXYGEN LEVELS,GOBP,GO:0036296,0,0,0,0,0,0,0,0,2.023452855,0,0,0,0,0
REGULATION OF PLATELET ACTIVATION,GOBP,GO:0010543,0,0,0,0,0,0,0,0,1.782269678,0,0,0,0,0
BRANCHING INVOLVED IN URETERIC BUD MORPHOGENESIS,GOBP,GO:0001658,0,0,0,0,2.053139176,0,0,0,0,0,0,0,0,0
RESPONSE TO OXYGEN RADICAL,GOBP,GO:0000305,0,0,0,0,0,0,0,0,0,0,0,1.328864531,0,0
RETINA HOMEOSTASIS,GOBP,GO:0001895,0,0,0,0,0,1.395941535,0,0,0,0,0,0,0,0
NEGATIVE REGULATION OF PEPTIDYL-LYSINE ACETYLATION,GOBP,GO:2000757,0,0,0,0,0,0,0,0,0,0,0,1.328864531,0,0
SPHINGOSINE-1-PHOSPHATE RECEPTOR SIGNALING PATHWAY,GOBP,GO:0003376,0,0,0,0,1.303731969,0,0,0,0,0,0,0,0,0
3'-UTR-MEDIATED MRNA STABILIZATION,GOBP,GO:0070935,0,0,0,0,0,0,0,0,0,0,0,1.328864531,0,0
MEMBRANE FUSION,GOBP,GO:0061025,0,0,1.353511317,0,0,0,0,0,0,0,0,0,0,0
MAINTENANCE OF PERMEABILITY OF BLOOD-BRAIN BARRIER,GOBP,GO:0035633,0,0,0,0,0,0,0,1.932279376,0,0,0,0,0,0
HISTONE H2A MONOUBIQUITINATION,GOBP,GO:0035518,0,0,0,0,0,0,0,0,0,0,0,0,0,1.801562622
REGULATION OF METAPHASE/ANAPHASE TRANSITION OF CELL CYCLE,GOBP,GO:1902099,0,0,0,0,0,0,0,0,0,0,0,0,0,1.321140089
CHAPERONE-MEDIATED PROTEIN COMPLEX ASSEMBLY,GOBP,GO:0051131,0,0,0,0,0,0,0,0,1.655652622,0,0,0,0,0
PROTEIN LIPIDATION,GOBP,GO:0006497,0,0,0,0,0,0,0,0,0,0,0,1.385781871,0,0
PYRIMIDINE NUCLEOSIDE TRIPHOSPHATE METABOLIC PROCESS,GOBP,GO:0009147,0,0,0,0,0,0,0,0,0,0,0,1.546741542,0,0
ENDOSOME ORGANIZATION,GOBP,GO:0007032,0,0,0,2.556170526,0,0,0,0,0,0,0,0,0,0
REGULATION OF HETEROTYPIC CELL-CELL ADHESION,GOBP,GO:0034114,0,0,0,0,2.397844217,0,0,0,0,0,0,0,0,0
NEGATIVE REGULATION OF PROTEIN LOCALIZATION TO CELL PERIPHERY,GOBP,GO:1904376,0,0,2.122807023,0,0,0,0,0,0,0,0,0,0,0
REGULATION OF CELL ADHESION MEDIATED BY INTEGRIN,GOBP,GO:0033628,0,0,0,0,0,0,0,0,3.349788144,0,0,0,0,0
REGULATION OF MITOCHONDRIAL TRANSLATION,GOBP,GO:0070129,0,0,0,0,0,0,0,0,0,0,0,2.169289455,0,0
SODIUM ION EXPORT ACROSS PLASMA MEMBRANE,GOBP,GO:0036376,0,0,0,0,0,0,0,0,0,0,0,0,1.351455891,0
POSITIVE REGULATION OF STAT CASCADE,GOBP,GO:1904894,0,0,1.940967433,0,0,0,0,0,0,0,0,0,0,0
REGULATION OF TRANSPOSITION,GOBP,GO:0010528,0,0,0,0,0,0,0,0,0,0,0,0,1.606635124,0
ENERGY HOMEOSTASIS,GOBP,GO:0097009,0,0,0,0,0,0,0,0,0,0,0,1.387320381,0,0
CEREBELLAR GRANULAR LAYER DEVELOPMENT,GOBP,GO:0021681,0,2.701496332,0,0,0,0,0,0,0,0,0,0,0,0
PEPTIDYL-LYSINE TRIMETHYLATION,GOBP,GO:0018023,0,0,0,0,0,0,0,0,0,0,1.721305006,0,0,0
REGULATION OF VASCULAR ENDOTHELIAL GROWTH FACTOR SIGNALING PATHWAY,GOBP,GO:1900746,0,2.25502254,0,0,0,0,0,0,0,0,0,0,0,0
REGULATION OF TISSUE REMODELING,GOBP,GO:0034103,0,0,0,0,0,0,0,0,0,0,0,0,1.461792244,0
REGULATION OF GENE EXPRESSION BY GENETIC IMPRINTING,GOBP,GO:0006349,0,0,0,0,0,0,0,0,0,0,0,0,0,1.875626065
NEGATIVE REGULATION OF MITOCHONDRIAL MEMBRANE POTENTIAL,GOBP,GO:0010917,0,0,0,0,0,0,0,0,0,1.384557981,0,0,0,0
EPIBOLY INVOLVED IN WOUND HEALING,GOBP,GO:0090505,0,3.389093342,0,0,0,0,0,0,0,0,0,0,0,0
LAYER FORMATION IN CEREBRAL CORTEX,GOBP,GO:0021819,0,0,0,0,0,1.369069922,0,0,0,0,0,0,0,0
ACTIVATION OF NF-KAPPAB-INDUCING KINASE ACTIVITY,GOBP,GO:0007250,0,0,0,0,0,0,0,0,0,0,0,1.406231048,0,0
"POSITIVE REGULATION OF DNA-TEMPLATED TRANSCRIPTION, INITIATION",GOBP,GO:2000144,0,0,0,0,0,0,0,0,0,0,0,0,1.33869159,0
ADULT HEART DEVELOPMENT,GOBP,GO:0007512,0,0,0,1.329661122,0,0,0,0,0,0,0,0,0,0
CYTOSOLIC TRANSPORT,GOBP,GO:0016482,0,0,1.353511317,0,0,0,0,0,0,0,0,0,0,0
SMOOTH MUSCLE TISSUE DEVELOPMENT,GOBP,GO:0048745,0,0,0,0,2.669588683,0,0,0,0,0,0,0,0,0
NEGATIVE REGULATION OF DOUBLE-STRAND BREAK REPAIR,GOBP,GO:2000780,0,0,0,0,0,0,0,1.85275803,0,0,0,0,0,0
IMMUNOGLOBULIN PRODUCTION,GOBP,GO:0002377,0,0,0,0,0,0,0,1.827968867,0,0,0,0,0,0
NEGATIVE REGULATION OF HISTONE MODIFICATION,GOBP,GO:0031057,0,0,0,0,0,0,0,0,0,0,1.396022545,0,0,0
REGULATION OF CARDIAC MUSCLE CELL DIFFERENTIATION,GOBP,GO:2000725,0,0,0,3.540246107,0,0,0,0,0,0,0,0,0,0
REGULATION OF ERAD PATHWAY,GOBP,GO:1904292,0,0,0,0,0,0,0,0,0,0,0,0,1.407473486,0
NEGATIVE REGULATION OF DNA REPAIR,GOBP,GO:0045738,0,0,0,0,0,0,0,1.803953871,0,0,0,0,0,0
FOCAL ADHESION ASSEMBLY,GOBP,GO:0048041,0,1.968975716,0,0,0,0,0,0,0,0,0,0,0,0
RESPONSE TO CHEMOKINE,GOBP,GO:1990868,0,0,0,0,1.389431858,0,0,0,0,0,0,0,0,0
PHOSPHOLIPASE C-ACTIVATING G PROTEIN-COUPLED RECEPTOR SIGNALING PATHWAY,GOBP,GO:0007200,0,0,0,0,0,0,0,0,0,2.225391703,0,0,0,0
TRANSMISSION OF NERVE IMPULSE,GOBP,GO:0019226,0,1.477194162,0,0,0,0,0,0,0,0,0,0,0,0
PURINE NUCLEOSIDE BISPHOSPHATE BIOSYNTHETIC PROCESS,GOBP,GO:0034033,0,0,0,1.685757594,0,0,0,0,0,0,0,0,0,0
NEGATIVE ADAPTATION OF SIGNALING PATHWAY,GOBP,GO:0022401,0,2.395466476,0,0,0,0,0,0,0,0,0,0,0,0
REGULATION OF PROTEIN MATURATION,GOBP,GO:1903317,0,0,0,0,0,0,0,0,0,0,0,0,1.880925657,0
MRNA CATABOLIC PROCESS,GOBP,GO:0006402,0,0,0,0,0,0,0,0,0,0,2.872167403,0,0,0
NUCLEOTIDE SALVAGE,GOBP,GO:0043173,0,0,0,0,1.303731969,0,0,0,0,0,0,0,0,0
DIOL METABOLIC PROCESS,GOBP,GO:0034311,0,0,0,0,0,0,0,0,2.546035009,0,0,0,0,0
NEGATIVE REGULATION OF EXCITATORY POSTSYNAPTIC POTENTIAL,GOBP,GO:0090394,1.419897794,0,0,0,0,0,0,0,0,0,0,0,0,0
SIGNAL TRANSDUCTION INVOLVED IN MITOTIC DNA DAMAGE CHECKPOINT,GOBP,GO:1902402,0,0,0,0,0,0,0,1.423116314,0,0,0,0,0,0
"REGULATION OF SYNAPTIC TRANSMISSION, GLUTAMATERGIC",GOBP,GO:0051966,0,0,0,0,0,0,0,0,1.31967547,0,0,0,0,0
MONOCYTE DIFFERENTIATION,GOBP,GO:0030224,0,0,0,0,0,0,0,0,3.124153878,0,0,0,0,0
RNA MODIFICATION,GOBP,GO:0009451,0,0,0,0,0,0,0,0,0,0,0,1.884428798,0,0
RIBONUCLEOSIDE BISPHOSPHATE BIOSYNTHETIC PROCESS,GOBP,GO:0034030,0,0,0,1.685757594,0,0,0,0,0,0,0,0,0,0
AUDITORY RECEPTOR CELL MORPHOGENESIS,GOBP,GO:0002093,0,0,0,0,0,0,0,0,1.984694682,0,0,0,0,0
NEGATIVE REGULATION OF MYOBLAST DIFFERENTIATION,GOBP,GO:0045662,0,0,0,0,0,0,0,0,0,0,0,1.546741542,0,0
FATTY ACID OXIDATION,GOBP,GO:0019395,0,0,0,0,0,0,0,0,0,0,0,0,1.846641101,0
PROTEIN DEALKYLATION,GOBP,GO:0008214,0,0,0,0,0,0,0,0,0,0,1.686655738,0,0,0
RESPONSE TO BRONCHODILATOR,GOBP,GO:0097366,0,1.493000555,0,0,0,0,0,0,0,0,0,0,0,0
SOMATIC STEM CELL DIVISION,GOBP,GO:0048103,0,0,0,0,0,0,0,0,1.713305101,0,0,0,0,0
ESTABLISHMENT OF SYNAPTIC VESICLE LOCALIZATION,GOBP,GO:0097480,0,2.851764511,0,0,0,0,0,0,0,0,0,0,0,0
POSITIVE REGULATION OF HORMONE BIOSYNTHETIC PROCESS,GOBP,GO:0046886,0,0,0,1.441249325,0,0,0,0,0,0,0,0,0,0
REGULATION OF IMMUNE EFFECTOR PROCESS,GOBP,GO:0002697,0,0,0,1.498440245,0,0,0,0,0,0,0,0,0,0
GOLGI INHERITANCE,GOBP,GO:0048313,0,0,0,0,0,0,1.349274745,0,0,0,0,0,0,0
POSITIVE REGULATION OF ERAD PATHWAY,GOBP,GO:1904294,0,0,0,0,0,0,0,0,0,0,0,1.58104352,0,0
NEGATIVE REGULATION OF PRODUCTION OF MOLECULAR MEDIATOR OF IMMUNE RESPONSE,GOBP,GO:0002701,0,0,0,2.04235965,0,0,0,0,0,0,0,0,0,0
CELLULAR RESPONSE TO STEROL DEPLETION,GOBP,GO:0071501,0,0,0,0,0,0,0,0,0,0,0,0,0,1.412590681
REGULATION OF GLUTAMATE SECRETION,GOBP,GO:0014048,0,0,0,0,1.303731969,0,0,0,0,0,0,0,0,0
REGULATION OF TRANSCRIPTION FROM RNA POLYMERASE II PROMOTER INVOLVED IN HEART DEVELOPMENT,GOBP,GO:1901213,0,0,0,0,1.303731969,0,0,0,0,0,0,0,0,0
SUBSTRATE-INDEPENDENT TELENCEPHALIC TANGENTIAL INTERNEURON MIGRATION,GOBP,GO:0021843,0,0,0,0,0,0,0,0,0,1.425134703,0,0,0,0
REGULATION OF UBIQUITIN PROTEIN LIGASE ACTIVITY,GOBP,GO:1904666,0,0,0,0,0,0,0,0,0,0,0,1.40975013,0,0
POSITIVE REGULATION OF LEUKOCYTE ACTIVATION,GOBP,GO:0002696,0,0,1.674655326,0,0,0,0,0,0,0,0,0,0,0
PEPTIDE CATABOLIC PROCESS,GOBP,GO:0043171,0,0,0,0,0,0,0,0,0,0,0,2.192855541,0,0
REGULATION OF BONE REMODELING,GOBP,GO:0046850,0,0,0,0,0,0,0,0,1.79450377,0,0,0,0,0
NEGATIVE REGULATION OF CYTOKINE PRODUCTION INVOLVED IN INFLAMMATORY RESPONSE,GOBP,GO:1900016,0,0,0,2.70580904,0,0,0,0,0,0,0,0,0,0
STEM CELL PROLIFERATION,GOBP,GO:0072089,0,0,1.564823215,0,0,0,0,0,0,0,0,0,0,0
REGULATION OF CELLULAR RESPONSE TO HYPOXIA,GOBP,GO:1900037,0,0,0,0,0,0,0,0,0,0,0,0,1.411471513,0
HEART FIELD SPECIFICATION,GOBP,GO:0003128,0,0,0,0,0,1.33212724,0,0,0,0,0,0,0,0
POSITIVE REGULATION OF INFLAMMATORY RESPONSE,GOBP,GO:0050729,0,0,4.002476497,0,0,0,0,0,0,0,0,0,0,0
SPINDLE CHECKPOINT,GOBP,GO:0031577,0,0,0,0,0,0,0,0,0,0,0,0,0,1.353742759
NEGATIVE REGULATION OF RESPONSE TO ENDOPLASMIC RETICULUM STRESS,GOBP,GO:1903573,0,0,0,0,0,0,0,0,0,0,0,0,2.066756769,0
CEREBRAL CORTEX RADIALLY ORIENTED CELL MIGRATION,GOBP,GO:0021799,0,3.246626652,0,0,0,0,0,0,0,0,0,0,0,0
REGULATION OF MYELOID LEUKOCYTE MEDIATED IMMUNITY,GOBP,GO:0002886,0,0,1.472274643,0,0,0,0,0,0,0,0,0,0,0
POSITIVE REGULATION OF RELEASE OF CYTOCHROME C FROM MITOCHONDRIA,GOBP,GO:0090200,0,0,0,0,0,0,0,0,0,0,0,1.347045767,0,0
RESPONSE TO MISFOLDED PROTEIN,GOBP,GO:0051788,0,0,0,0,0,0,0,0,0,0,0,1.476200793,0,0
SEQUESTERING OF EXTRACELLULAR LIGAND FROM RECEPTOR,GOBP,GO:0035581,0,0,0,0,2.938433299,0,0,0,0,0,0,0,0,0
REGULATION OF MEMBRANE LIPID DISTRIBUTION,GOBP,GO:0097035,0,0,0,0,0,0,0,0,0,0,0,0,1.322990206,0
CHEMICAL SYNAPTIC TRANSMISSION,GOBP,GO:0007268,0,2.653550187,0,0,0,0,0,0,0,0,0,0,0,0
RESPONSE TO ESTROGEN,GOBP,GO:0043627,0,0,0,2.605936279,0,0,0,0,0,0,0,0,0,0
NEGATIVE REGULATION OF UBIQUITIN-PROTEIN TRANSFERASE ACTIVITY,GOBP,GO:0051444,0,0,0,0,0,0,0,0,0,0,0,1.328864531,0,0
REGULATION OF MITOTIC SPINDLE ASSEMBLY,GOBP,GO:1901673,0,0,0,0,0,0,0,0,0,0,0,0,1.918041847,0
MYOBLAST FUSION,GOBP,GO:0007520,0,0,0,0,0,0,0,0,1.368823753,0,0,0,0,0
POSITIVE REGULATION OF NITRIC OXIDE BIOSYNTHETIC PROCESS,GOBP,GO:0045429,0,0,0,0,2.144374623,0,0,0,0,0,0,0,0,0
POSITIVE REGULATION OF SODIUM ION TRANSMEMBRANE TRANSPORTER ACTIVITY,GOBP,GO:2000651,0,0,0,0,2.820338295,0,0,0,0,0,0,0,0,0
GO ID NOT FOUND IN OBO FILE ONTOLOGY DEFINITIONS,GOBP,GO:0150104,0,0,0,0,0,0,0,0,0,0,0,1.353494072,0,0
MULTICELLULAR ORGANISMAL MOVEMENT,GOBP,GO:0050879,0,0,0,0,0,0,0,0,0,0,2.197315514,0,0,0
AMYLOID PRECURSOR PROTEIN METABOLIC PROCESS,GOBP,GO:0042982,0,0,0,0,0,0,0,0,1.655652622,0,0,0,0,0
CELL MIGRATION INVOLVED IN SPROUTING ANGIOGENESIS,GOBP,GO:0002042,0,0,0,0,2.624852403,0,0,0,0,0,0,0,0,0
NEGATIVE REGULATION OF DNA BINDING,GOBP,GO:0043392,0,0,0,0,1.82961822,0,0,0,0,0,0,0,0,0
ARGININE METABOLIC PROCESS,GOBP,GO:0006525,0,0,0,0,0,0,0,0,0,0,0,1.58104352,0,0
REGULATION OF HORMONE BIOSYNTHETIC PROCESS,GOBP,GO:0046885,0,0,0,0,2.397844217,0,0,0,0,0,0,0,0,0
EMBRYONIC SKELETAL SYSTEM DEVELOPMENT,GOBP,GO:0048706,0,0,0,0,2.049924294,0,0,0,0,0,0,0,0,0
NEURON PROJECTION MAINTENANCE,GOBP,GO:1990535,0,0,0,0,0,1.409616198,0,0,0,0,0,0,0,0
REGULATION OF CARDIAC MUSCLE CELL APOPTOTIC PROCESS,GOBP,GO:0010665,0,0,0,0,0,0,0,0,0,0,0,0,1.407473486,0
REGULATION OF EPIDERMAL CELL DIFFERENTIATION,GOBP,GO:0045604,0,0,0,0,0,0,0,0,0,0,0,1.389669153,0,0
REGULATION OF TRANSLATIONAL INITIATION,GOBP,GO:0006446,0,0,0,0,0,0,0,0,0,0,0,0,0,1.325769096
RESPONSE TO INACTIVITY,GOBP,GO:0014854,0,2.565186997,0,0,0,0,0,0,0,0,0,0,0,0
REGULATION OF ASPARTIC-TYPE ENDOPEPTIDASE ACTIVITY INVOLVED IN AMYLOID PRECURSOR PROTEIN CATABOLIC PROCESS,GOBP,GO:1902959,0,0,0,0,0,0,0,0,0,0,1.91331103,0,0,0
G1 DNA DAMAGE CHECKPOINT,GOBP,GO:0044783,0,0,0,0,0,0,0,1.330590508,0,0,0,0,0,0
MAINTENANCE OF PROTEIN LOCATION,GOBP,GO:0045185,0,0,0,0,0,2.232789909,0,0,0,0,0,0,0,0
FAT-SOLUBLE VITAMIN METABOLIC PROCESS,GOBP,GO:0006775,0,0,0,0,0,0,0,0,0,0,0,0,1.833888713,0
POSITIVE REGULATION OF STEM CELL PROLIFERATION,GOBP,GO:2000648,0,0,0,0,0,0,0,1.673877599,0,0,0,0,0,0
"POSITIVE REGULATION OF PROTEIN LOCALIZATION TO CHROMOSOME, TELOMERIC REGION",GOBP,GO:1904816,0,0,0,0,0,0,0,0,0,0,0,2.043878398,0,0
POSITIVE T CELL SELECTION,GOBP,GO:0043368,0,0,0,0,0,0,0,0,1.368823753,0,0,0,0,0
PROTEIN INSERTION INTO MITOCHONDRIAL MEMBRANE,GOBP,GO:0051204,0,0,0,0,0,0,0,0,0,1.425134703,0,0,0,0
NEGATIVE REGULATION OF STRIATED MUSCLE CELL DIFFERENTIATION,GOBP,GO:0051154,0,0,0,2.086644446,0,0,0,0,0,0,0,0,0,0
REGULATION OF CHROMATIN BINDING,GOBP,GO:0035561,0,0,0,0,0,0,0,0,0,0,0,1.621764836,0,0
REGULATION OF PROTEIN INSERTION INTO MITOCHONDRIAL MEMBRANE INVOLVED IN APOPTOTIC SIGNALING PATHWAY,GOBP,GO:1900739,0,0,0,0,0,0,0,0,0,0,0,1.991055356,0,0
REGULATION OF CARTILAGE DEVELOPMENT,GOBP,GO:0061035,0,0,0,1.633331414,0,0,0,0,0,0,0,0,0,0
POSITIVE REGULATION OF SPROUTING ANGIOGENESIS,GOBP,GO:1903672,0,0,0,0,0,1.918737899,0,0,0,0,0,0,0,0
OOCYTE DIFFERENTIATION,GOBP,GO:0009994,0,0,0,0,0,0,0,1.694061753,0,0,0,0,0,0
PLASMA MEMBRANE ORGANIZATION,GOBP,GO:0007009,0,0,0,0,0,0,0,0,1.571541993,0,0,0,0,0
POSITIVE REGULATION OF LEUKOCYTE ADHESION TO VASCULAR ENDOTHELIAL CELL,GOBP,GO:1904996,0,0,0,0,0,0,0,0,1.713305101,0,0,0,0,0
MITOTIC G1 DNA DAMAGE CHECKPOINT,GOBP,GO:0031571,0,0,0,0,0,0,0,1.343081024,0,0,0,0,0,0
NEGATIVE REGULATION OF CELL SIZE,GOBP,GO:0045792,0,0,0,1.441249325,0,0,0,0,0,0,0,0,0,0
CARBOXYLIC ACID TRANSPORT,GOBP,GO:0046942,0,0,0,0,0,0,0,0,0,0,0,0,0,1.353270748
GLUCOSAMINE-CONTAINING COMPOUND METABOLIC PROCESS,GOBP,GO:1901071,0,0,0,0,0,0,0,0,0,0,0,0,3.438390419,0
RNA METHYLATION,GOBP,GO:0001510,0,0,0,0,0,0,0,0,0,0,0,1.321944805,0,0
ORGAN INDUCTION,GOBP,GO:0001759,0,0,0,0,1.369130275,0,0,0,0,0,0,0,0,0
PIGMENTATION,GOBP,GO:0043473,1.331373964,0,0,0,0,0,0,0,0,0,0,0,0,0
POSITIVE REGULATION OF KIDNEY DEVELOPMENT,GOBP,GO:0090184,0,0,0,2.04235965,0,0,0,0,0,0,0,0,0,0
POLYSACCHARIDE CATABOLIC PROCESS,GOBP,GO:0000272,0,0,0,0,0,0,0,0,0,0,1.336881122,0,0,0
CELLULAR RESPONSE TO CHEMOKINE,GOBP,GO:1990869,0,0,0,0,1.389431858,0,0,0,0,0,0,0,0,0
ENDOPLASMIC RETICULUM UNFOLDED PROTEIN RESPONSE,GOBP,GO:0030968,0,0,0,0,0,0,0,0,0,0,0,0,1.882390696,0
SEMAPHORIN-PLEXIN SIGNALING PATHWAY INVOLVED IN NEURON PROJECTION GUIDANCE,GOBP,GO:1902285,0,0,0,0,3.004357259,0,0,0,0,0,0,0,0,0
CHROMOSOME LOCALIZATION,GOBP,GO:0050000,0,0,0,0,0,0,0,0,0,0,0,0,0,2.467176354
RESPONSE TO HYPEROXIA,GOBP,GO:0055093,0,0,0,0,0,0,0,0,2.465257814,0,0,0,0,0
PIGMENT METABOLIC PROCESS,GOBP,GO:0042440,0,0,0,0,0,0,0,0,0,0,0,0,0,1.511265272
ORGANELLE DISASSEMBLY,GOBP,GO:1903008,0,0,0,0,0,0,0,0,0,0,0,1.384309539,0,0
GLUCAN CATABOLIC PROCESS,GOBP,GO:0009251,0,0,0,0,0,0,0,0,0,0,1.467439367,0,0,0
COFACTOR CATABOLIC PROCESS,GOBP,GO:0051187,0,0,0,0,0,0,0,0,0,0,0,0,1.440269106,0
DETECTION OF CHEMICAL STIMULUS INVOLVED IN SENSORY PERCEPTION OF TASTE,GOBP,GO:0050912,0,0,0,0,0,0,0,0,0,1.873231001,0,0,0,0
REGULATION OF NATURAL KILLER CELL DIFFERENTIATION,GOBP,GO:0032823,1.419897794,0,0,0,0,0,0,0,0,0,0,0,0,0
POSITIVE REGULATION OF SYNAPTIC VESICLE TRANSPORT,GOBP,GO:1902805,0,0,0,0,0,0,0,0,0,0,0,1.373961739,0,0
REGULATION OF CELL FATE COMMITMENT,GOBP,GO:0010453,0,0,0,0,0,0,0,0,0,0,1.873487904,0,0,0
PHOSPHATIDYLCHOLINE BIOSYNTHETIC PROCESS,GOBP,GO:0006656,0,0,0,0,0,0,0,0,0,0,0,0,2.823433202,0
NEGATIVE REGULATION OF INTERLEUKIN-2 PRODUCTION,GOBP,GO:0032703,0,0,0,0,2.365439774,0,0,0,0,0,0,0,0,0
DOPAMINE RECEPTOR SIGNALING PATHWAY,GOBP,GO:0007212,0,1.883762289,0,0,0,0,0,0,0,0,0,0,0,0
POSITIVE REGULATION OF VIRAL GENOME REPLICATION,GOBP,GO:0045070,0,0,0,2.086644446,0,0,0,0,0,0,0,0,0,0
SERTOLI CELL DEVELOPMENT,GOBP,GO:0060009,0,0,0,0,1.406143928,0,0,0,0,0,0,0,0,0
MICROTUBULE SEVERING,GOBP,GO:0051013,0,0,0,0,0,0,0,0,1.336968449,0,0,0,0,0
LIVER REGENERATION,GOBP,GO:0097421,0,0,1.941333666,0,0,0,0,0,0,0,0,0,0,0
CIRCADIAN REGULATION OF GENE EXPRESSION,GOBP,GO:0032922,0,0,0,0,0,0,0,0,0,0,1.543315689,0,0,0
'DE NOVO' POSTTRANSLATIONAL PROTEIN FOLDING,GOBP,GO:0051084,0,2.866229655,0,0,0,0,0,0,0,0,0,0,0,0
AUDITORY RECEPTOR CELL DEVELOPMENT,GOBP,GO:0060117,0,0,0,0,0,0,0,0,1.774576793,0,0,0,0,0
KIDNEY MESENCHYME DEVELOPMENT,GOBP,GO:0072074,0,0,0,0,0,0,0,0,0,0,0,1.406231048,0,0
POSITIVE REGULATION OF CARDIAC MUSCLE HYPERTROPHY,GOBP,GO:0010613,0,0,0,0,0,0,0,0,0,0,0,1.909283455,0,0
POSITIVE REGULATION OF BLOOD CIRCULATION,GOBP,GO:1903524,0,0,0,1.57260133,0,0,0,0,0,0,0,0,0,0
NEGATIVE REGULATION OF LONG-TERM SYNAPTIC POTENTIATION,GOBP,GO:1900272,0,0,2.838812095,0,0,0,0,0,0,0,0,0,0,0
NEGATIVE REGULATION OF VIRAL-INDUCED CYTOPLASMIC PATTERN RECOGNITION RECEPTOR SIGNALING PATHWAY,GOBP,GO:0039532,0,0,0,0,0,0,0,0,0,0,0,1.373961739,0,0
TRANSCYTOSIS,GOBP,GO:0045056,0,0,2.271791383,0,0,0,0,0,0,0,0,0,0,0
BONE RESORPTION,GOBP,GO:0045453,0,0,0,0,0,0,0,0,0,0,0,1.787133125,0,0
INORGANIC ANION TRANSPORT,GOBP,GO:0015698,0,0,0,0,0,0,0,0,0,0,0,1.545235438,0,0
TRANSLATIONAL INITIATION,GOBP,GO:0006413,0,0,0,0,0,0,0,0,0,0,3.785461166,0,0,0
MATURATION OF LSU-RRNA,GOBP,GO:0000470,0,0,0,0,0,0,0,0,0,0,1.915419124,0,0,0
POSITIVE REGULATION OF NEUTROPHIL CHEMOTAXIS,GOBP,GO:0090023,0,2.099218329,0,0,0,0,0,0,0,0,0,0,0,0
REGULATION OF GLUTAMATE RECEPTOR SIGNALING PATHWAY,GOBP,GO:1900449,0,0,0,0,1.606705728,0,0,0,0,0,0,0,0,0
